"","TaxonName","CommonName","FleetGearName","bycatch","destruction","TaxonKey","FunctionalGroupDescription","fish_type"
"2811","Upogebia pugettensis","Blue mud shrimp","Trawl","high","destructive",690665,"Lobsters, crabs","demersal"
"2812","Cynoscion analis","Peruvian weakfish","Trawl midwater","high","non-destructive",600403,"Medium demersals (30 - 89 cm)","pelagic"
"2813","Cyttus traversi","King dory","Trawl","high","destructive",610676,"Medium bathydemersals (30 - 89 cm)","demersal"
"2814","Myxine glutinosa","Hagfish","Gillnet","high","non-destructive",602513,"Medium demersals (30 - 89 cm)","demersal"
"2815","Dipturus laevis","Barndoor skate","Trawl","high","destructive",602561,"Large rays (>=90 cm)","demersal"
"2816","Lophius vaillanti","Shortspine African angler","Trawl","high","destructive",604988,"Medium bathydemersals (30 - 89 cm)","demersal"
"2817","Engraulis ringens","Anchoveta","Trawl midwater","high","non-destructive",600004,"Small pelagics (<30 cm)","pelagic"
"2818","Batrachoididae","Toadfishes","Gillnet","high","non-destructive",400189,"Large reef assoc. fish (>=90 cm)","pelagic"
"2819","Lepidoperca pulchella","Orange perch","Trawl","high","destructive",614354,"Small demersals (<30 cm)","demersal"
"2820","Caranx melampygus","Bluefin trevally","Lines Non-tuna","low","non-destructive",601906,"Large reef assoc. fish (>=90 cm)","pelagic"
"2821","Diastobranchus capensis","Basketwork eel","Trawl","high","destructive",606957,"Large bathydemersals (>=90 cm)","demersal"
"2822","Molva molva","Ling","Gillnet","high","non-destructive",600033,"Large demersals (>=90 cm)","demersal"
"2823","Pagrus caeruleostictus","Bluespotted seabream","Trawl","high","destructive",604540,"Large benthopelagics (>=90 cm)","demersal"
"2824","Paralomis aculeata","Red stone crab","Trawl","high","destructive",690325,"Lobsters, crabs","demersal"
"2825","Scorpaena","Scorpionfish","Other","low","non-destructive",500134,"Large reef assoc. fish (>=90 cm)","pelagic"
"2826","Isurus paucus","Longfin mako","Lines Non-tuna","low","non-destructive",600753,"Large sharks (>=90 cm)","pelagic"
"2827","Epinephelus chlorostigma","Brownspotted grouper","Gillnet","high","non-destructive",605524,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2828","Lycodes","Eelpouts","Lines Non-tuna","low","non-destructive",501486,"Medium bathydemersals (30 - 89 cm)","demersal"
"2829","Hoplostethus mediterraneus mediterraneus","Mediterranean slimehead","Trawl","high","destructive",604964,"Medium benthopelagics (30 - 89 cm)","demersal"
"2830","Acanthurus sohal","Sohal surgeonfish","Gillnet","high","non-destructive",604740,"Small reef assoc. fish (<30 cm)","pelagic"
"2831","Strangomera bentincki","Araucanian herring","Trawl midwater","high","non-destructive",NA,NA,"pelagic"
"2832","Bolbometopon muricatum","Green humphead parrotfish","Gillnet","high","non-destructive",605537,"Large reef assoc. fish (>=90 cm)","pelagic"
"2833","Citharus linguatula","Atlantic spotted flounder","Trawl","high","destructive",604943,"Small to medium flatfishes (<90 cm)","demersal"
"2834","Schedophilus pemarco","Pemarco blackfish","Trawl midwater","high","non-destructive",610190,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2835","Engraulis ringens","Anchoveta","Seine","high","non-destructive",600004,"Small pelagics (<30 cm)","pelagic"
"2836","Variola louti","Yellow-edged lyretail","Lines Non-tuna","low","non-destructive",605354,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2837","Sebastes paucispinis","Bocaccio","Trawl","high","destructive",603987,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"2838","Scomberoides lysan","Doublespotted queenfish","Longline Non-tuna","high","non-destructive",601951,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2839","Miscellaneous diadromous fishes","Diadromous fishes","Trawl midwater","high","non-destructive",100025,"Large demersals (>=90 cm)","pelagic"
"2840","Trachipterus","Deaf fishes","Gillnet","high","non-destructive",500211,"Large bathypelagics (>=90 cm)","pelagic"
"2841","Centrophorus lusitanicus","Lowfin gulper shark","Lines Non-tuna","low","non-destructive",600650,"Large sharks (>=90 cm)","pelagic"
"2842","Decapterus macrosoma","Shortfin scad","Trawl","high","destructive",601938,"Medium pelagics (30 - 89 cm)","demersal"
"2843","Caulolatilus chrysops","Atlantic goldeye tilefish","Gillnet","high","non-destructive",600983,"Medium demersals (30 - 89 cm)","demersal"
"2844","Etmopterus spinax","Velvet belly lantern shark","Lines Non-tuna","low","non-destructive",600687,"Small to medium sharks (<90 cm)","pelagic"
"2845","Nezumia aequalis","Common Atlantic grenadier","Trawl","high","destructive",604997,"Medium benthopelagics (30 - 89 cm)","demersal"
"2846","Pseudocyttus maculatus","Smooth oreo","Purse seine Non-tuna","low","non-destructive",607151,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2847","Regalecus glesne","King of herrings","Trawl midwater","high","non-destructive",603267,"Large pelagics (>=90 cm)","pelagic"
"2848","Trachinotus ovatus","Derbio","Seine","high","non-destructive",601773,"Medium pelagics (30 - 89 cm)","pelagic"
"2849","Mullus argentinae","Argentine goatfish","Gillnet","high","non-destructive",614063,"Small demersals (<30 cm)","demersal"
"2850","Liza klunzingeri","Klunzingers mullet","Lines Non-tuna","low","non-destructive",646376,"Small demersals (<30 cm)","demersal"
"2851","Trigloporus lastoviza","Streaked gurnard","Lines Non-tuna","low","non-destructive",605081,"Medium demersals (30 - 89 cm)","demersal"
"2852","Triakidae","Houndsharks","Lines Non-tuna","low","non-destructive",400488,"Large sharks (>=90 cm)","pelagic"
"2853","Trachipterus","Deaf fishes","Trap","high","non-destructive",500211,"Large bathypelagics (>=90 cm)","demersal"
"2854","Holocephali","Chimaeras ratfish rabbitfish","Lines Non-tuna","low","non-destructive",200003,"Large rays (>=90 cm)","pelagic"
"2855","Lamniformes","Mackerel sharks","Lines Non-tuna","low","non-destructive",300007,"Large sharks (>=90 cm)","pelagic"
"2856","Regalecus glesne","King of herrings","Gillnet","high","non-destructive",603267,"Large pelagics (>=90 cm)","pelagic"
"2857","Pleuronectidae","Righteye flounders","Lines Non-tuna","low","non-destructive",400440,"Small to medium flatfishes (<90 cm)","demersal"
"2858","Paralichthys californicus","California flounder","Longline Non-tuna","high","non-destructive",604228,"Large flatfishes (>=90 cm)","demersal"
"2859","Girella nigricans","Opaleye","Purse seine Non-tuna","low","non-destructive",603594,"Medium demersals (30 - 89 cm)","pelagic"
"2860","Schedophilus pemarco","Pemarco blackfish","Lines Non-tuna","low","non-destructive",610190,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2861","Coregonus lavaretus","Common whitefish","Other","low","non-destructive",600232,"Medium demersals (30 - 89 cm)","demersal"
"2862","Atule mate","Yellowtail scad","Gillnet","high","non-destructive",601893,"Small pelagics (<30 cm)","pelagic"
"2863","Echinorhinus brucus","Bramble shark","Trawl","high","destructive",600641,"Large sharks (>=90 cm)","demersal"
"2864","Gobionotothen acuta","Triangular notothen","Trawl","high","destructive",607040,"Medium demersals (30 - 89 cm)","demersal"
"2865","Gymnothorax","Gymnothorax","Lines Non-tuna","low","non-destructive",500384,"Large reef assoc. fish (>=90 cm)","pelagic"
"2866","Neopagetopsis ionah","Bible icefish","Trawl","high","destructive",607113,"Medium benthopelagics (30 - 89 cm)","demersal"
"2867","Molva molva","Ling","Purse seine Non-tuna","low","non-destructive",600033,"Large demersals (>=90 cm)","pelagic"
"2868","Cephalopholis miniata","Coral hind","Gillnet","high","non-destructive",606450,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2869","Trigla lyra","Piper gurnard","Trawl","high","destructive",605038,"Medium bathydemersals (30 - 89 cm)","demersal"
"2870","Liza saliens","Leaping mullet","Trawl midwater","high","non-destructive",601736,"Medium demersals (30 - 89 cm)","pelagic"
"2871","Rhynchobatus djiddensis","Giant guitarfish","Gillnet","high","non-destructive",605503,"Large rays (>=90 cm)","pelagic"
"2872","Regalecus glesne","King of herrings","Purse seine Non-tuna","low","non-destructive",603267,"Large pelagics (>=90 cm)","pelagic"
"2873","Menticirrhus","Kingcroakers","Purse seine Non-tuna","low","non-destructive",502790,"Medium demersals (30 - 89 cm)","pelagic"
"2874","Sebastes flavidus","Yellowtail rockfish","Trawl","high","destructive",600503,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"2875","Lithognathus","Steenbras","Trawl midwater","high","non-destructive",501550,"Large benthopelagics (>=90 cm)","pelagic"
"2876","Terapon jarbua","Jarbua terapon","Trawl","high","destructive",604458,"Medium demersals (30 - 89 cm)","demersal"
"2877","Haliotis tuberculata","Tuberculate abalone","Dredge","high","destructive",690420,"Other demersal invertebrates","demersal"
"2878","Gerres oyena","Common silver-biddy","Trawl","high","destructive",605996,"Small demersals (<30 cm)","demersal"
"2879","Sphyraena barracuda","Great barracuda","Pole and Line Tuna","low","non-destructive",601235,"Large pelagics (>=90 cm)","pelagic"
"2880","Metanephrops","Lobsterette","Trap","high","non-destructive",590079,"Lobsters, crabs","demersal"
"2881","Centropomus","Snooks","Purse seine Non-tuna","low","non-destructive",500504,"Large reef assoc. fish (>=90 cm)","pelagic"
"2882","Gobius niger","Black goby","Gillnet","high","non-destructive",600072,"Small demersals (<30 cm)","demersal"
"2883","Ostrea lurida","Olympia flat oyster","Trap","high","non-destructive",690279,"Other demersal invertebrates","demersal"
"2884","Pterothrissus belloci","Longfin bonefish","Lines Non-tuna","low","non-destructive",600229,"Medium bathydemersals (30 - 89 cm)","demersal"
"2885","Epinephelus chlorostigma","Brownspotted grouper","Other","low","non-destructive",605524,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2886","Tetrapturus audax","Striped marlin","Lines Non-tuna","low","non-destructive",NA,NA,"pelagic"
"2887","Decapterus russelli","Indian scad","Gillnet","high","non-destructive",600374,"Medium pelagics (30 - 89 cm)","pelagic"
"2888","Caulolatilus chrysops","Atlantic goldeye tilefish","Trawl","high","destructive",600983,"Medium demersals (30 - 89 cm)","demersal"
"2889","Bathyraja eatonii","Eatons skate","Trawl","high","destructive",606948,"Small to medium rays (<90 cm)","demersal"
"2890","Gymnothorax","Gymnothorax","Trawl","high","destructive",500384,"Large reef assoc. fish (>=90 cm)","demersal"
"2891","Oxynotus paradoxus","Sailfin roughshark","Gillnet","high","non-destructive",600719,"Large sharks (>=90 cm)","pelagic"
"2892","Nemipterus randalli","Randalls threadfin bream","Gillnet","high","non-destructive",605852,"Small demersals (<30 cm)","demersal"
"2893","Palinurus gilchristi","Southern spiny lobster","Trap","high","non-destructive",690381,"Lobsters, crabs","demersal"
"2894","Solen","Razor clams","Trap","high","non-destructive",590145,"Other demersal invertebrates","demersal"
"2895","Trachinus","Weevers","Lines Non-tuna","low","non-destructive",500122,"Medium demersals (30 - 89 cm)","demersal"
"2896","Callinectes","Blue crabs","Trap","high","non-destructive",590062,"Lobsters, crabs","demersal"
"2897","Kyphosus","Sea chubs","Trap","high","non-destructive",500477,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"2898","Terapon jarbua","Jarbua terapon","Trap","high","non-destructive",604458,"Medium demersals (30 - 89 cm)","demersal"
"2899","Pandalopsis japonica","Sidestripe shrimp","Trawl","high","destructive",690615,"Shrimps","demersal"
"2900","Aethaloperca rogaa","Redmouth grouper","Trap","high","non-destructive",606441,"Medium reef assoc. fish (30 - 89 cm)","demersal"
"2901","Gobius niger","Black goby","Trawl","high","destructive",600072,"Small demersals (<30 cm)","demersal"
"2902","Liza aurata","Golden grey mullet","Purse seine Non-tuna","low","non-destructive",601735,"Medium pelagics (30 - 89 cm)","pelagic"
"2903","Ablennes hians","Flat needlefish","Trawl midwater","high","non-destructive",600972,"Large pelagics (>=90 cm)","pelagic"
"2904","Galatheidae","Squat lobsters","Gillnet","high","non-destructive",490124,"Lobsters, crabs","demersal"
"2905","Chaenodraco wilsoni","Spiny icefish","Trawl","high","destructive",600478,"Medium benthopelagics (30 - 89 cm)","demersal"
"2906","Pristipomoides macrophthalmus","Cardinal snapper","Lines Non-tuna","low","non-destructive",600206,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2907","Notoscopelus","Lampfish","Trawl","high","destructive",503328,"Small pelagics (<30 cm)","demersal"
"2908","Chionobathyscus dewitti","Chionobathyscus dewitti","Trawl","high","destructive",607108,"Medium bathydemersals (30 - 89 cm)","demersal"
"2909","Liza aurata","Golden grey mullet","Trap","high","non-destructive",601735,"Medium pelagics (30 - 89 cm)","demersal"
"2910","Beryx","Alfonsinos","Lines Non-tuna","low","non-destructive",501129,"Medium benthopelagics (30 - 89 cm)","pelagic"
"2911","Paralomis aculeata","Red stone crab","Trap","high","non-destructive",690325,"Lobsters, crabs","demersal"
"2912","Acanthopagrus schlegelii schlegelii","Black porgy","Trawl","high","destructive",NA,NA,"demersal"
"2913","Percophis brasiliensis","Brazilian flathead","Trawl midwater","high","non-destructive",600465,"Medium demersals (30 - 89 cm)","pelagic"
"2914","Petrus rupestris","Red steenbras","Trawl","high","destructive",600447,"Large demersals (>=90 cm)","demersal"
"2915","Sergestidae","Sergestid shrimp","Trawl","high","destructive",490041,"Shrimps","demersal"
"2916","Schedophilus ovalis","Imperial blackfish","Lines Non-tuna","low","non-destructive",600250,"Medium demersals (30 - 89 cm)","demersal"
"2917","Cryodraco antarcticus","Cryodraco antarcticus","Gillnet","high","non-destructive",607111,"Medium bathydemersals (30 - 89 cm)","demersal"
"2918","Labrus merula","Brown wrasse","Other","low","non-destructive",604582,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2919","Trachinotus ovatus","Derbio","Lines Non-tuna","low","non-destructive",601773,"Medium pelagics (30 - 89 cm)","pelagic"
"2920","Amblyraja hyperborea","Arctic skate","Trawl","high","destructive",609256,"Small to medium rays (<90 cm)","demersal"
"2921","Psettichthys melanostictus","West American sand sole","Trawl","high","destructive",604255,"Small to medium flatfishes (<90 cm)","demersal"
"2922","Citharichthys sordidus","Pacific sanddab","Lines Non-tuna","low","non-destructive",604215,"Small to medium flatfishes (<90 cm)","demersal"
"2923","Morone americana","White perch","Trawl","high","destructive",600355,"Medium demersals (30 - 89 cm)","demersal"
"2924","Holocentridae","Squirrelfishes soldierfishes","Other","low","non-destructive",400243,"Small reef assoc. fish (<30 cm)","pelagic"
"2925","Meganyctiphanes norvegica","Norwegian krill","Trawl midwater","high","non-destructive",690274,"Krill","pelagic"
"2926","Macrourus holotrachys","Bigeye grenadier","Trawl","high","destructive",607138,"Medium benthopelagics (30 - 89 cm)","demersal"
"2927","Aphanopus intermedius","Intermediate scabbardfish","Gillnet","high","non-destructive",608540,"Large benthopelagics (>=90 cm)","pelagic"
"2928","Sphyraena obtusata","Obtuse barracuda","Lines Non-tuna","low","non-destructive",604493,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2929","Anchoa hepsetus","Broad-striped anchovy","Lines Non-tuna","low","non-destructive",601133,"Small pelagics (<30 cm)","pelagic"
"2930","Clupeoids","Herrings sardines anchovies","Lines Non-tuna","low","non-destructive",NA,NA,"pelagic"
"2931","Callinectes","Blue crabs","Trawl","high","destructive",590062,"Lobsters, crabs","demersal"
"2932","Schedophilus ovalis","Imperial blackfish","Trawl","high","destructive",600250,"Medium demersals (30 - 89 cm)","demersal"
"2933","Loligo opalescens","California market squid","Gillnet","high","non-destructive",690658,"Cephalopods","pelagic"
"2934","Coris julis","Mediterranean rainbow wrasse","Trawl midwater","high","non-destructive",600058,"Medium reef assoc. fish (30 - 89 cm)","pelagic"
"2935","Galatheidae","Squat lobsters","Dredge","high","destructive",490124,"Lobsters, crabs","demersal"
"2936","Notoscopelus","Lampfish","Seine","high","non-destructive",503328,"Small pelagics (<30 cm)","pelagic"
"2937","Dasyatis","Stingrays","Other","low","non-destructive",500646,"Large rays (>=90 cm)","pelagic"
